2024-02-19 23:39:29,6.0,8.8,11.0,11.0,7.2,9.0,7.1,9.2
2024-02-19 23:39:31,37.6,28.6,21.4,22.4,9.6,23.7,15.8,77.6
2024-02-19 23:39:33,15.2,12.1,11.1,7.1,9.2,12.1,16.7,20.6
2024-02-19 23:39:35,44.6,44.6,44.6,44.6,45.9,45.5,45.0,42.6
2024-02-19 23:39:37,99.0,99.0,99.0,100.0,99.0,98.0,98.0,99.0
2024-02-19 23:39:39,59.2,61.0,58.6,60.8,59.2,58.6,58.0,59.0
2024-02-19 23:39:41,31.3,29.3,26.8,25.3,27.3,29.7,30.7,31.3
2024-02-19 23:39:43,98.1,99.0,100.0,99.0,99.0,99.0,100.0,100.0
2024-02-19 23:39:45,35.7,38.0,35.7,36.0,34.0,35.4,37.0,36.0
2024-02-19 23:39:47,53.5,54.5,56.0,53.0,57.1,58.6,56.4,55.4
2024-02-19 23:39:49,100.0,99.0,99.0,98.0,100.0,99.0,99.0,100.0
2024-02-19 23:39:51,22.4,25.8,19.4,26.0,22.7,22.4,22.9,23.5
2024-02-19 23:39:53,20.4,24.0,29.3,15.5,14.3,18.4,15.6,16.2
2024-02-19 23:39:55,100.0,100.0,99.0,99.0,99.0,99.0,100.0,99.0
2024-02-19 23:39:57,28.7,26.5,25.7,24.8,28.4,27.0,22.4,25.0
2024-02-19 23:39:59,50.5,54.5,67.3,50.5,65.3,68.7,54.0,67.7
2024-02-19 23:40:01,74.0,76.2,70.7,70.7,70.4,69.7,71.3,71.7
2024-02-19 23:40:03,23.7,22.2,23.8,25.5,20.0,21.6,19.2,12.8
2024-02-19 23:40:05,99.0,99.0,99.0,99.0,99.0,100.0,99.0,99.0
2024-02-19 23:40:07,52.0,54.5,50.5,51.0,52.0,50.0,50.5,50.0
2024-02-19 23:40:09,42.7,43.0,40.4,44.6,45.4,45.4,45.4,44.6
2024-02-19 23:40:11,100.0,100.0,99.0,99.0,99.0,100.0,100.0,99.0
2024-02-19 23:40:13,64.0,60.4,59.0,60.8,62.0,64.4,65.7,59.6
2024-02-19 23:40:15,33.7,30.9,30.9,32.3,32.3,33.7,33.3,35.0
2024-02-19 23:40:17,98.0,99.0,99.0,99.0,99.0,100.0,100.0,98.0
2024-02-19 23:40:19,23.5,23.5,23.5,28.6,30.3,28.7,28.3,27.3
2024-02-19 23:40:21,15.7,14.1,13.3,10.2,13.1,11.2,15.3,17.0
2024-02-19 23:40:23,85.1,81.8,81.0,80.4,85.0,95.0,82.0,82.0
2024-02-19 23:40:25,29.0,28.7,27.7,28.0,28.3,28.0,28.0,29.0
2024-02-19 23:40:27,16.7,19.8,19.0,19.0,24.2,22.5,23.8,24.0
2024-02-19 23:40:29,99.0,99.0,100.0,99.0,100.0,99.0,100.0,100.0
2024-02-19 23:40:31,1.0,1.0,2.0,1.0,2.0,2.9,2.0,1.0
2024-02-19 23:40:33,25.5,14.1,15.0,14.0,10.2,18.4,14.3,25.0
2024-02-19 23:40:35,71.0,72.5,72.0,70.4,72.4,70.0,71.0,75.8
2024-02-19 23:40:37,8.3,16.7,14.0,11.2,13.7,12.1,13.0,9.3
2024-02-19 23:40:39,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0
2024-02-19 23:40:41,98.0,97.0,98.0,97.0,97.0,98.0,97.0,98.0
2024-02-19 23:40:43,22.4,22.4,26.3,31.0,23.7,24.7,23.5,23.8
2024-02-19 23:40:45,98.0,99.0,98.0,98.0,99.0,98.0,99.0,98.0
2024-02-19 23:40:47,36.4,39.4,35.1,39.0,37.4,34.7,34.7,36.6
2024-02-19 23:40:49,23.8,20.4,20.6,25.8,21.9,19.8,22.8,19.8
2024-02-19 23:40:51,98.0,28.3,29.7,28.3,28.3,30.0,29.0,29.0
2024-02-19 23:40:53,56.0,55.6,57.0,56.4,57.4,56.9,54.2,55.7
2024-02-19 23:40:55,17.3,23.5,22.2,16.0,19.4,17.0,15.2,15.3
2024-02-19 23:40:57,99.0,99.0,99.0,99.0,100.0,99.0,99.0,99.0
2024-02-19 23:40:59,5.2,10.9,8.2,2.1,12.1,22.4,10.1,11.0
2024-02-19 23:41:01,14.9,3.0,10.9,60.4,8.2,14.1,7.1,11.1
2024-02-19 23:41:03,27.3,28.0,28.4,34.0,14.4,34.7,26.7,31.3
2024-02-19 23:41:05,8.8,10.1,8.9,6.0,5.0,6.0,7.0,6.1
2024-02-19 23:41:07,5.1,10.3,1.0,11.7,5.1,1.0,4.1,5.1
2024-02-19 23:41:09,16.2,53.5,26.0,11.1,15.8,26.0,32.7,16.8
2024-02-19 23:41:11,1.0,5.0,13.3,5.1,4.0,6.1,5.0,6.9
2024-02-19 23:41:13,12.1,4.1,8.9,17.7,2.0,8.0,4.0,5.9
2024-02-19 23:41:15,0.0,1.0,0.0,3.0,2.0,5.1,0.0,2.9
2024-02-19 23:41:17,3.1,2.0,4.0,16.2,6.9,3.0,4.0,5.0
2024-02-19 23:41:19,14.3,14.1,10.1,17.0,8.1,5.2,10.1,8.0
2024-02-19 23:41:21,1.0,3.0,2.0,10.2,14.9,3.1,3.1,2.0
2024-02-19 23:41:23,5.0,7.8,8.2,7.9,7.9,8.0,10.3,10.9
2024-02-19 23:41:25,1.0,7.1,5.1,2.0,2.0,3.9,7.1,11.0
2024-02-19 23:41:27,9.3,1.0,3.0,2.0,2.0,8.2,8.0,5.1
2024-02-19 23:41:29,7.0,7.0,16.2,13.3,15.8,8.0,9.2,5.1
2024-02-19 23:41:31,6.0,4.0,3.0,1.0,8.9,2.0,1.0,3.0
2024-02-19 23:41:33,2.1,12.9,11.7,7.1,9.0,5.1,14.0,7.9
2024-02-19 23:41:35,12.0,4.1,1.0,5.2,10.9,5.0,3.0,5.0
2024-02-19 23:41:37,7.1,6.1,2.0,5.0,8.9,11.8,5.0,3.9
2024-02-19 23:41:39,16.5,18.8,13.3,6.1,11.2,9.2,6.1,13.1
2024-02-19 23:41:41,5.1,5.1,17.5,5.9,15.2,21.0,10.8,19.4
2024-02-19 23:41:43,10.1,9.1,9.0,5.1,8.9,6.2,17.8,10.0
2024-02-19 23:41:45,7.1,13.0,7.1,7.2,22.4,77.0,10.3,6.0
2024-02-19 23:41:47,11.1,11.0,12.5,17.6,9.3,8.3,16.3,35.6
2024-02-19 23:41:49,17.8,25.3,12.1,14.7,11.5,11.1,15.5,15.0
2024-02-19 23:41:51,16.7,9.1,14.9,10.2,16.0,9.0,7.2,5.1
2024-02-19 23:41:53,11.2,14.4,16.5,8.2,10.5,17.7,9.3,14.3
2024-02-19 23:41:55,76.8,79.0,74.7,88.9,72.4,80.4,78.8,80.6
2024-02-19 23:41:57,67.0,33.0,27.8,30.2,40.4,28.4,35.4,30.3
2024-02-19 23:41:59,50.5,46.9,50.0,78.8,49.0,55.7,52.0,65.6
2024-02-19 23:42:01,48.0,41.8,59.8,51.5,40.6,38.1,59.8,45.8
2024-02-19 23:42:03,38.4,34.0,35.4,34.0,37.0,37.8,39.4,35.7
2024-02-19 23:42:05,44.3,41.8,45.8,61.2,42.0,43.7,46.5,68.0
2024-02-19 23:42:07,42.4,73.3,24.2,26.5,32.7,39.8,30.7,30.3
2024-02-19 23:42:09,51.0,44.4,42.3,44.4,43.9,45.4,51.5,43.8
2024-02-19 23:42:11,18.9,21.1,25.0,20.6,23.5,25.7,26.0,20.4
2024-02-19 23:42:13,24.8,21.2,20.0,19.2,19.4,25.7,24.0,23.5
2024-02-19 23:42:15,25.5,26.3,27.7,23.5,25.5,27.2,30.3,24.2
2024-02-19 23:42:17,37.5,35.5,34.7,34.4,36.6,39.6,39.0,39.4
2024-02-19 23:42:19,39.6,41.7,35.5,44.0,40.0,40.8,40.0,40.6
2024-02-19 23:42:21,23.5,22.4,23.7,19.4,22.4,21.8,23.2,20.0
2024-02-19 23:42:24,23.7,27.6,21.9,23.5,21.6,25.3,21.9,23.5
2024-02-19 23:42:26,26.0,21.9,28.7,27.6,27.3,25.0,29.4,25.5
2024-02-19 23:42:28,24.7,30.6,28.9,33.7,29.7,32.0,35.6,35.4
2024-02-19 23:42:30,32.3,34.7,34.0,30.9,42.1,39.8,39.2,38.4
2024-02-19 23:42:32,21.9,22.4,24.2,23.0,26.0,27.0,26.0,23.5
2024-02-19 23:42:34,31.2,31.0,23.2,27.6,28.6,30.0,27.4,28.0
2024-02-19 23:42:36,34.3,36.7,33.0,34.7,37.8,42.2,34.7,36.4
2024-02-19 23:42:38,30.6,30.3,34.0,35.4,32.7,30.4,35.4,38.0
2024-02-19 23:42:40,39.2,37.9,42.9,41.2,39.2,44.1,39.4,35.7
2024-02-19 23:42:42,34.4,35.7,37.8,34.7,35.4,38.2,37.4,38.6
2024-02-19 23:42:44,22.4,27.7,20.0,22.0,19.4,24.8,20.8,18.7
2024-02-19 23:42:46,26.3,24.0,29.4,24.7,26.5,26.5,29.3,33.0
2024-02-19 23:42:48,33.7,50.0,39.6,33.0,34.7,45.9,34.4,31.6
2024-02-19 23:42:50,44.0,41.4,37.5,34.7,40.2,41.4,36.7,37.5
2024-02-19 23:42:52,20.8,21.9,24.5,24.2,21.5,26.8,24.0,21.6
2024-02-19 23:42:54,23.7,19.4,20.4,14.6,17.7,19.6,24.0,20.0
2024-02-19 23:42:56,23.2,20.6,19.6,25.2,24.0,21.2,20.4,23.7
2024-02-19 23:42:58,53.7,55.7,34.7,40.2,44.9,38.0,36.1,36.5
2024-02-19 23:43:00,38.0,34.7,37.1,36.4,36.0,36.0,38.1,38.1
2024-02-19 23:43:02,23.4,25.8,27.8,28.3,24.7,27.8,26.6,20.8
2024-02-19 23:43:04,18.6,23.7,18.6,17.5,16.7,23.0,20.6,20.0
2024-02-19 23:43:06,21.6,21.6,20.6,22.7,23.0,26.7,23.2,22.3
2024-02-19 23:43:08,37.8,41.2,39.2,39.2,42.9,55.9,37.4,36.7
2024-02-19 23:43:10,35.1,28.4,37.8,31.2,29.8,41.2,33.0,35.1
2024-02-19 23:43:12,25.5,27.8,26.8,29.0,26.0,28.4,27.6,27.1
2024-02-19 23:43:14,21.3,22.2,21.1,20.4,24.5,22.7,18.9,22.4
2024-02-19 23:43:16,17.7,16.8,19.4,22.8,18.2,17.3,13.7,24.8
2024-02-19 23:43:18,34.7,32.3,37.0,30.9,33.7,32.0,26.6,34.3
2024-02-19 23:43:20,31.3,37.5,28.7,30.5,29.8,30.6,31.3,35.4
2024-02-19 23:43:22,21.9,30.9,29.9,28.3,26.5,27.7,29.6,29.3
2024-02-19 23:43:24,17.7,20.8,22.7,18.6,18.9,24.8,16.8,17.3
2024-02-19 23:43:26,21.6,18.0,18.8,19.6,16.0,17.5,16.7,17.5
2024-02-19 23:43:28,25.8,23.5,25.3,22.4,22.4,21.6,23.5,24.8
2024-02-19 23:43:30,38.1,35.9,39.4,33.3,40.2,39.2,38.4,37.5
2024-02-19 23:43:32,30.4,28.1,26.0,28.9,30.5,34.3,33.0,27.7
2024-02-19 23:43:34,24.7,22.2,25.0,21.9,25.0,24.8,22.7,23.2
2024-02-19 23:43:36,24.5,24.2,22.8,21.9,21.1,23.5,22.9,24.2
2024-02-19 23:43:38,33.7,34.7,31.6,33.0,39.8,31.6,33.3,33.0
2024-02-19 23:43:40,35.1,39.4,36.6,36.4,40.0,42.0,36.1,40.0
2024-02-19 23:43:42,31.6,31.3,39.4,28.3,35.0,29.9,30.3,35.1
2024-02-19 23:43:44,20.4,25.5,23.0,24.0,27.0,29.0,20.6,27.3
2024-02-19 23:43:46,26.7,20.6,22.4,18.6,25.3,30.3,22.7,24.0
2024-02-19 23:43:48,32.0,29.9,40.6,35.1,32.7,34.3,33.7,30.3
2024-02-19 23:43:50,36.7,35.4,37.4,38.4,37.4,38.4,42.1,33.7
2024-02-19 23:43:52,31.6,27.7,28.1,28.6,35.1,33.7,26.8,31.3
2024-02-19 23:43:54,21.2,17.7,17.3,14.6,21.0,21.0,24.5,21.6
2024-02-19 23:43:56,22.4,25.3,21.6,19.8,18.6,26.0,16.7,22.7
2024-02-19 23:43:58,25.5,24.2,24.8,26.8,32.0,32.4,28.7,25.3
2024-02-19 23:44:00,36.6,26.6,36.0,32.0,41.2,34.7,35.1,34.4
2024-02-19 23:44:02,27.4,30.1,36.0,38.0,30.3,30.9,33.7,31.3
2024-02-19 23:44:04,18.9,19.8,20.4,22.2,16.7,23.2,20.8,15.5
2024-02-19 23:44:06,12.6,18.4,17.2,15.3,16.5,16.5,13.5,23.5
2024-02-19 23:44:08,33.7,34.0,34.7,32.0,36.1,41.2,40.2,33.7
2024-02-19 23:44:10,27.7,19.6,25.0,18.4,26.7,27.6,24.0,21.2
2024-02-19 23:44:12,28.9,25.0,21.9,29.7,26.3,28.3,28.3,30.7
2024-02-19 23:44:14,23.5,19.8,23.8,24.5,20.2,20.4,22.4,24.0
2024-02-19 23:44:16,15.8,21.4,22.4,22.5,22.2,22.2,20.4,21.1
2024-02-19 23:44:18,25.3,28.3,22.7,19.6,31.3,25.0,26.5,27.6
2024-02-19 23:44:20,30.5,33.0,30.0,25.8,28.1,32.7,33.0,36.4
2024-02-19 23:44:22,28.9,27.1,28.6,28.3,34.0,29.7,25.3,31.4
2024-02-19 23:44:24,19.4,16.8,20.4,20.0,23.5,20.6,24.5,25.5
2024-02-19 23:44:26,19.8,14.0,21.8,17.3,18.6,18.4,20.2,18.9
2024-02-19 23:44:28,46.8,41.4,40.0,36.8,41.7,45.0,42.9,41.8
2024-02-19 23:44:30,32.0,34.7,35.1,29.9,32.0,28.9,30.6,37.1
2024-02-19 23:44:32,33.7,28.1,27.8,30.6,26.3,27.4,31.2,25.8
2024-02-19 23:44:34,24.0,25.0,25.3,27.8,23.7,24.5,22.7,25.5
2024-02-19 23:44:36,18.1,22.2,21.2,18.1,22.2,20.4,24.7,16.7
2024-02-19 23:44:38,37.6,33.3,30.6,30.2,29.5,34.7,29.5,26.3
2024-02-19 23:44:40,32.3,34.0,32.3,29.9,33.7,32.7,32.3,32.3
2024-02-19 23:44:42,29.5,33.3,31.3,26.6,34.3,31.6,31.9,31.3
2024-02-19 23:44:44,27.0,23.2,24.7,28.1,22.4,27.5,28.8,15.6
2024-02-19 23:44:46,22.1,25.5,24.5,27.6,23.2,25.7,24.5,27.4
2024-02-19 23:44:48,31.6,26.5,29.9,28.3,27.1,30.3,28.0,26.5
